product_id,batch_n,PRODUCTION DATE,BATCH INTO STORAGE,BATCH OUT OF STORAGE,days_in_storage,weekday
5409,1784,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1784,09/10/2023 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,0.00
5409,1784,09/10/2023 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,0.00
5409,1784,29/02/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1784,29/02/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1784,29/02/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,3.00
5409,1784,11/04/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1784,11/04/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1784,11/04/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,3.00
5409,1785,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1785,09/10/2023 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,0.00
5409,1785,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1785,11/04/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1785,11/04/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,3.00
5409,1785,11/04/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1785,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1785,01/06/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,5.00
5409,1785,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1786,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1786,09/10/2023 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,0.00
5409,1786,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1786,11/04/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1786,11/04/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,3.00
5409,1786,11/04/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1786,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1786,01/06/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,5.00
5409,1786,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1787,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1787,09/10/2023 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,0.00
5409,1787,09/10/2023 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,0.00
5409,1787,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1787,29/02/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1787,29/02/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1787,29/02/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,3.00
5409,1787,29/02/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1787,11/04/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1787,11/04/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1787,11/04/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,3.00
5409,1787,11/04/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1787,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1787,01/06/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,5.00
5409,1787,01/06/2024 00:00,11/04/2024 00:00,11/04/2024 00:00,0.00,5.00
5409,1787,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1793,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1793,09/10/2023 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,0.00
5409,1793,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1793,09/10/2023 00:00,27/08/2024 00:00,28/08/2024 00:00,1.00,0.00
5409,1793,16/05/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1793,16/05/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,3.00
5409,1793,16/05/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1793,16/05/2024 00:00,27/08/2024 00:00,28/08/2024 00:00,1.00,3.00
5409,1793,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1793,01/06/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,5.00
5409,1793,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1793,01/06/2024 00:00,27/08/2024 00:00,28/08/2024 00:00,1.00,5.00
5409,1793,27/08/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,1.00
5409,1793,27/08/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,1.00
5409,1793,27/08/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,1.00
5409,1793,27/08/2024 00:00,27/08/2024 00:00,28/08/2024 00:00,1.00,1.00
5409,1794,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1794,09/10/2023 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,0.00
5409,1794,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1794,16/05/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1794,16/05/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,3.00
5409,1794,16/05/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1794,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1794,01/06/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,5.00
5409,1794,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1809,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1809,09/10/2023 00:00,18/06/2024 00:00,18/06/2024 00:00,0.00,0.00
5409,1809,09/10/2023 00:00,02/08/2024 00:00,05/08/2024 00:00,3.00,0.00
5409,1809,18/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,1.00
5409,1809,18/06/2024 00:00,18/06/2024 00:00,18/06/2024 00:00,0.00,1.00
5409,1809,18/06/2024 00:00,02/08/2024 00:00,05/08/2024 00:00,3.00,1.00
5409,1809,02/08/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,4.00
5409,1809,02/08/2024 00:00,18/06/2024 00:00,18/06/2024 00:00,0.00,4.00
5409,1809,02/08/2024 00:00,02/08/2024 00:00,05/08/2024 00:00,3.00,4.00
5409,1810,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1810,09/10/2023 00:00,08/02/2024 00:00,09/02/2024 00:00,1.00,0.00
5409,1810,09/10/2023 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,0.00
5409,1810,08/02/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1810,08/02/2024 00:00,08/02/2024 00:00,09/02/2024 00:00,1.00,3.00
5409,1810,08/02/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1810,29/02/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1810,29/02/2024 00:00,08/02/2024 00:00,09/02/2024 00:00,1.00,3.00
5409,1810,29/02/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1811,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1812,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1812,09/10/2023 00:00,08/02/2024 00:00,09/02/2024 00:00,1.00,0.00
5409,1812,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1812,09/10/2023 00:00,02/08/2024 00:00,05/08/2024 00:00,3.00,0.00
5409,1812,08/02/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1812,08/02/2024 00:00,08/02/2024 00:00,09/02/2024 00:00,1.00,3.00
5409,1812,08/02/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1812,08/02/2024 00:00,02/08/2024 00:00,05/08/2024 00:00,3.00,3.00
5409,1812,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1812,01/06/2024 00:00,08/02/2024 00:00,09/02/2024 00:00,1.00,5.00
5409,1812,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1812,01/06/2024 00:00,02/08/2024 00:00,05/08/2024 00:00,3.00,5.00
5409,1812,02/08/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,4.00
5409,1812,02/08/2024 00:00,08/02/2024 00:00,09/02/2024 00:00,1.00,4.00
5409,1812,02/08/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,4.00
5409,1812,02/08/2024 00:00,02/08/2024 00:00,05/08/2024 00:00,3.00,4.00
5409,1813,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1813,09/10/2023 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,0.00
5409,1813,09/10/2023 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,0.00
5409,1813,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1813,09/10/2023 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,0.00
5409,1813,29/02/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1813,29/02/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1813,29/02/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,3.00
5409,1813,29/02/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1813,29/02/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,3.00
5409,1813,16/05/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1813,16/05/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,3.00
5409,1813,16/05/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,3.00
5409,1813,16/05/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1813,16/05/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,3.00
5409,1813,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1813,01/06/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,5.00
5409,1813,01/06/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,5.00
5409,1813,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1813,01/06/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,5.00
5409,1813,18/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,1.00
5409,1813,18/06/2024 00:00,29/02/2024 00:00,01/03/2024 00:00,1.00,1.00
5409,1813,18/06/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,1.00
5409,1813,18/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,1.00
5409,1813,18/06/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,1.00
5409,1814,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1814,09/10/2023 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,0.00
5409,1814,09/10/2023 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,0.00
5409,1814,16/05/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1814,16/05/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,3.00
5409,1814,16/05/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,3.00
5409,1814,18/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,1.00
5409,1814,18/06/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,1.00
5409,1814,18/06/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,1.00
5409,1816,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1817,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1817,09/10/2023 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,0.00
5409,1817,09/10/2023 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,0.00
5409,1817,11/04/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1817,11/04/2024 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,3.00
5409,1817,11/04/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,3.00
5409,1817,16/05/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1817,16/05/2024 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,3.00
5409,1817,16/05/2024 00:00,16/05/2024 00:00,17/05/2024 00:00,1.00,3.00
5409,1819,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1819,09/10/2023 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,0.00
5409,1819,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1819,11/04/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1819,11/04/2024 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,3.00
5409,1819,11/04/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1819,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1819,01/06/2024 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,5.00
5409,1819,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1825,09/10/2023 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,0.00
5409,1825,09/10/2023 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,0.00
5409,1825,09/10/2023 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,0.00
5409,1825,09/10/2023 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,0.00
5409,1825,11/04/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,3.00
5409,1825,11/04/2024 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,3.00
5409,1825,11/04/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,3.00
5409,1825,11/04/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,3.00
5409,1825,01/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,5.00
5409,1825,01/06/2024 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,5.00
5409,1825,01/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,5.00
5409,1825,01/06/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,5.00
5409,1825,18/06/2024 00:00,09/10/2023 00:00,10/10/2023 00:00,1.00,1.00
5409,1825,18/06/2024 00:00,11/04/2024 00:00,12/04/2024 00:00,1.00,1.00
5409,1825,18/06/2024 00:00,01/06/2024 00:00,02/06/2024 00:00,1.00,1.00
5409,1825,18/06/2024 00:00,18/06/2024 00:00,19/06/2024 00:00,1.00,1.00
5409,2471,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2471,12/10/2023 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,3.00
5409,2471,25/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,0.00
5409,2471,25/03/2024 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,0.00
5409,2472,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2473,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2474,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2474,12/10/2023 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,3.00
5409,2474,25/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,0.00
5409,2474,25/03/2024 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,0.00
5409,2475,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2475,12/10/2023 00:00,02/11/2023 00:00,03/11/2023 00:00,1.00,3.00
5409,2475,12/10/2023 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,3.00
5409,2475,02/11/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2475,02/11/2023 00:00,02/11/2023 00:00,03/11/2023 00:00,1.00,3.00
5409,2475,02/11/2023 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,3.00
5409,2475,25/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,0.00
5409,2475,25/03/2024 00:00,02/11/2023 00:00,03/11/2023 00:00,1.00,0.00
5409,2475,25/03/2024 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,0.00
5409,2478,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2478,12/10/2023 00:00,05/03/2024 00:00,06/03/2024 00:00,1.00,3.00
5409,2478,12/10/2023 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,3.00
5409,2478,05/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,1.00
5409,2478,05/03/2024 00:00,05/03/2024 00:00,06/03/2024 00:00,1.00,1.00
5409,2478,05/03/2024 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,1.00
5409,2478,25/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,0.00
5409,2478,25/03/2024 00:00,05/03/2024 00:00,06/03/2024 00:00,1.00,0.00
5409,2478,25/03/2024 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,0.00
5409,2483,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2485,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2485,12/10/2023 00:00,02/11/2023 00:00,03/11/2023 00:00,1.00,3.00
5409,2485,02/11/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2485,02/11/2023 00:00,02/11/2023 00:00,03/11/2023 00:00,1.00,3.00
5409,2489,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2489,12/10/2023 00:00,02/11/2023 00:00,03/11/2023 00:00,1.00,3.00
5409,2489,02/11/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2489,02/11/2023 00:00,02/11/2023 00:00,03/11/2023 00:00,1.00,3.00
5409,2490,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2490,12/10/2023 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,3.00
5409,2490,25/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,0.00
5409,2490,25/03/2024 00:00,25/03/2024 00:00,25/03/2024 00:00,0.00,0.00
5409,2491,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2492,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2493,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2493,12/10/2023 00:00,05/03/2024 00:00,06/03/2024 00:00,1.00,3.00
5409,2493,05/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,1.00
5409,2493,05/03/2024 00:00,05/03/2024 00:00,06/03/2024 00:00,1.00,1.00
5409,2495,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2495,12/10/2023 00:00,05/03/2024 00:00,06/03/2024 00:00,1.00,3.00
5409,2495,05/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,1.00
5409,2495,05/03/2024 00:00,05/03/2024 00:00,06/03/2024 00:00,1.00,1.00
5409,2504,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2505,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2505,12/10/2023 00:00,25/03/2024 00:00,26/03/2024 00:00,1.00,3.00
5409,2505,25/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,0.00
5409,2505,25/03/2024 00:00,25/03/2024 00:00,26/03/2024 00:00,1.00,0.00
5409,2509,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2509,12/10/2023 00:00,25/03/2024 00:00,26/03/2024 00:00,1.00,3.00
5409,2509,25/03/2024 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,0.00
5409,2509,25/03/2024 00:00,25/03/2024 00:00,26/03/2024 00:00,1.00,0.00
5409,2514,12/10/2023 00:00,12/10/2023 00:00,13/10/2023 00:00,1.00,3.00
5409,2514,12/10/2023 00:00,24/06/2024 00:00,24/06/2024 00:00,0.00,3.00
